GO.ID	term	gProfiler.p_value	clustProfiler.p_value	topGO.p_value	significant_count	included_count
GO:0061635	regulation of protein complex stability	NA	NA	0.07174	1	1
GO:1901029	negative regulation of mitochondrial out...	NA	NA	0.07174	1	1
GO:1904507	positive regulation of telomere maintena...	NA	NA	0.07174	1	1
GO:0016525	negative regulation of angiogenesis	NA	NA	0.07184	1	1
GO:0072655	establishment of protein localization to...	NA	NA	0.07249	1	1
GO:0036294	cellular response to decreased oxygen le...	NA	NA	0.07267	1	1
GO:0042552	myelination	NA	NA	0.0729	1	1
GO:0043535	regulation of blood vessel endothelial c...	NA	NA	0.07299	1	1
GO:1903573	negative regulation of response to endop...	NA	NA	0.07305	1	1
GO:0033135	regulation of peptidyl-serine phosphoryl...	NA	NA	0.07312	1	1
GO:1902108	regulation of mitochondrial membrane per...	NA	NA	0.0732	1	1
GO:0043516	regulation of DNA damage response, signa...	NA	NA	0.07325	1	1
GO:0035751	regulation of lysosomal lumen pH	NA	NA	0.0733	1	1
GO:0035872	nucleotide-binding domain, leucine rich ...	NA	NA	0.07333	1	1
GO:0001783	B cell apoptotic process	NA	NA	0.07334	1	1
GO:1901096	regulation of autophagosome maturation	NA	NA	0.07338	1	1
GO:1900037	regulation of cellular response to hypox...	NA	NA	0.07339	1	1
GO:0007000	nucleolus organization	NA	NA	0.07341	1	1
GO:0006085	acetyl-CoA biosynthetic process	NA	NA	0.07344	1	1
GO:0140718	facultative heterochromatin formation	NA	NA	0.07344	1	1
GO:0042256	cytosolic ribosome assembly	NA	NA	0.07344	1	1
GO:0043217	myelin maintenance	NA	NA	0.07345	1	1
GO:0006596	polyamine biosynthetic process	NA	NA	0.07346	1	1
GO:1903059	regulation of protein lipidation	NA	NA	0.07347	1	1
GO:0002327	immature B cell differentiation	NA	NA	0.07348	1	1
GO:0042921	nuclear receptor-mediated glucocorticoid...	NA	NA	0.07348	1	1
GO:0033299	secretion of lysosomal enzymes	NA	NA	0.07349	1	1
GO:0045054	constitutive secretory pathway	NA	NA	0.07349	1	1
GO:0048549	positive regulation of pinocytosis	NA	NA	0.07349	1	1
GO:1905323	telomerase holoenzyme complex assembly	NA	NA	0.07349	1	1
GO:0030854	positive regulation of granulocyte diffe...	NA	NA	0.0735	1	1
GO:0060369	positive regulation of Fc receptor media...	NA	NA	0.07351	1	1
GO:1902255	positive regulation of intrinsic apoptot...	NA	NA	0.07351	1	1
GO:1904778	positive regulation of protein localizat...	NA	NA	0.07351	1	1
GO:2000758	positive regulation of peptidyl-lysine a...	NA	NA	0.07351	1	1
GO:0032831	positive regulation of CD4-positive, CD2...	NA	NA	0.07352	1	1
GO:0050904	diapedesis	NA	NA	0.07352	1	1
GO:0032374	regulation of cholesterol transport	NA	NA	0.07352	1	1
GO:0001920	negative regulation of receptor recyclin...	NA	NA	0.07353	1	1
GO:0002669	positive regulation of T cell anergy	NA	NA	0.07353	1	1
GO:0003400	regulation of COPII vesicle coating	NA	NA	0.07353	1	1
GO:0022027	interkinetic nuclear migration	NA	NA	0.07353	1	1
GO:0032237	activation of store-operated calcium cha...	NA	NA	0.07353	1	1
GO:0033499	galactose catabolic process via UDP-gala...	NA	NA	0.07353	1	1
GO:0034164	negative regulation of toll-like recepto...	NA	NA	0.07353	1	1
GO:0036066	protein O-linked fucosylation	NA	NA	0.07353	1	1
GO:0038027	apolipoprotein A-I-mediated signaling pa...	NA	NA	0.07353	1	1
GO:0043323	positive regulation of natural killer ce...	NA	NA	0.07353	1	1
GO:0043378	positive regulation of CD8-positive, alp...	NA	NA	0.07353	1	1
GO:0044209	AMP salvage	NA	NA	0.07353	1	1
GO:0045541	negative regulation of cholesterol biosy...	NA	NA	0.07353	1	1
GO:0051664	nuclear pore localization	NA	NA	0.07353	1	1
GO:0071076	RNA 3' uridylation	NA	NA	0.07353	1	1
GO:0071787	endoplasmic reticulum tubular network fo...	NA	NA	0.07353	1	1
GO:0072656	maintenance of protein location in mitoc...	NA	NA	0.07353	1	1
GO:0090168	Golgi reassembly	NA	NA	0.07353	1	1
GO:0090611	ubiquitin-independent protein catabolic ...	NA	NA	0.07353	1	1
GO:0090666	scaRNA localization to Cajal body	NA	NA	0.07353	1	1
GO:0160162	CD27 signaling pathway	NA	NA	0.07353	1	1
GO:1902037	negative regulation of hematopoietic ste...	NA	NA	0.07353	1	1
GO:1902961	positive regulation of aspartic-type end...	NA	NA	0.07353	1	1
GO:1903690	negative regulation of wound healing, sp...	NA	NA	0.07353	1	1
GO:1903895	negative regulation of IRE1-mediated unf...	NA	NA	0.07353	1	1
GO:1905166	negative regulation of lysosomal protein...	NA	NA	0.07353	1	1
GO:1905167	positive regulation of lysosomal protein...	NA	NA	0.07353	1	1
GO:1990592	protein K69-linked ufmylation	NA	NA	0.07353	1	1
GO:2000301	negative regulation of synaptic vesicle ...	NA	NA	0.07353	1	1
GO:2000435	negative regulation of protein neddylati...	NA	NA	0.07353	1	1
GO:2000439	positive regulation of monocyte extravas...	NA	NA	0.07353	1	1
GO:0032909	regulation of transforming growth factor...	NA	NA	0.07354	1	1
GO:0150076	neuroinflammatory response	NA	NA	0.07354	1	1
GO:0098792	xenophagy	NA	NA	0.07355	1	1
GO:0048102	autophagic cell death	NA	NA	0.07355	1	1
GO:0051900	regulation of mitochondrial depolarizati...	NA	NA	0.07356	1	1
GO:0090235	regulation of metaphase plate congressio...	NA	NA	0.07358	1	1
GO:0031000	response to caffeine	NA	NA	0.07361	1	1
GO:1901016	regulation of potassium ion transmembran...	NA	NA	0.07368	1	1
GO:0086003	cardiac muscle cell contraction	NA	NA	0.07388	1	1
GO:0006613	cotranslational protein targeting to mem...	NA	NA	0.07435	1	1
GO:0030851	granulocyte differentiation	NA	NA	0.0749	1	1
GO:0014044	Schwann cell development	NA	NA	0.075	1	1
GO:0008089	anterograde axonal transport	NA	NA	0.075	1	1
GO:0090043	regulation of tubulin deacetylation	NA	NA	0.07508	1	1
GO:1902176	negative regulation of oxidative stress-...	NA	NA	0.07518	1	1
GO:0007212	G protein-coupled dopamine receptor sign...	NA	NA	0.07521	1	1
GO:0071470	cellular response to osmotic stress	NA	NA	0.07521	1	1
GO:0033235	positive regulation of protein sumoylati...	NA	NA	0.0753	1	1
GO:0034551	mitochondrial respiratory chain complex ...	NA	NA	0.0753	1	1
GO:0040015	negative regulation of multicellular org...	NA	NA	0.0753	1	1
GO:0002523	leukocyte migration involved in inflamma...	NA	NA	0.07536	1	1
GO:0060612	adipose tissue development	NA	NA	0.07537	1	1
GO:0043029	T cell homeostasis	NA	NA	0.07538	1	1
GO:0046339	diacylglycerol metabolic process	NA	NA	0.07541	1	1
GO:0000413	protein peptidyl-prolyl isomerization	NA	NA	0.07556	1	1
GO:0032753	positive regulation of interleukin-4 pro...	NA	NA	0.07556	1	1
GO:0035458	cellular response to interferon-beta	NA	NA	0.07556	1	1
GO:2000042	negative regulation of double-strand bre...	NA	NA	0.07556	1	1
GO:0035194	regulatory ncRNA-mediated post-transcrip...	NA	NA	0.07561	1	1
GO:0071383	cellular response to steroid hormone sti...	NA	NA	0.07662	1	1
GO:0042129	regulation of T cell proliferation	NA	NA	0.07776	1	1
GO:0071559	response to transforming growth factor b...	NA	NA	0.07785	1	1
GO:0099003	vesicle-mediated transport in synapse	NA	NA	0.07795	1	1
GO:0006970	response to osmotic stress	NA	NA	0.07795	1	1
GO:2000772	regulation of cellular senescence	NA	NA	0.07796	1	1
GO:0044794	positive regulation by host of viral pro...	NA	NA	0.07803	1	1
GO:0045730	respiratory burst	NA	NA	0.07805	1	1
GO:0034453	microtubule anchoring	NA	NA	0.07809	1	1
GO:0006110	regulation of glycolytic process	NA	NA	0.07809	1	1
GO:0097284	hepatocyte apoptotic process	NA	NA	0.07812	1	1
GO:2000434	regulation of protein neddylation	NA	NA	0.07814	1	1
GO:0006783	heme biosynthetic process	NA	NA	0.07819	1	1
GO:0072091	regulation of stem cell proliferation	NA	NA	0.07821	1	1
GO:0042795	snRNA transcription by RNA polymerase II	NA	NA	0.07822	1	1
GO:0019852	L-ascorbic acid metabolic process	NA	NA	0.07824	1	1
GO:0001514	selenocysteine incorporation	NA	NA	0.07825	1	1
GO:2000035	regulation of stem cell division	NA	NA	0.07825	1	1
GO:0019985	translesion synthesis	NA	NA	0.07827	1	1
GO:0006995	cellular response to nitrogen starvation	NA	NA	0.07828	1	1
GO:0032000	positive regulation of fatty acid beta-o...	NA	NA	0.07828	1	1
GO:0033089	positive regulation of T cell differenti...	NA	NA	0.07828	1	1
GO:0045050	protein insertion into ER membrane by st...	NA	NA	0.07828	1	1
GO:0048304	positive regulation of isotype switching...	NA	NA	0.07828	1	1
GO:0090557	establishment of endothelial intestinal ...	NA	NA	0.07828	1	1
GO:0097011	cellular response to granulocyte macroph...	NA	NA	0.07828	1	1
GO:1900246	positive regulation of RIG-I signaling p...	NA	NA	0.07828	1	1
GO:0003203	endocardial cushion morphogenesis	NA	NA	0.07836	1	1
GO:0050688	regulation of defense response to virus	NA	NA	0.07884	1	1
GO:0001510	RNA methylation	NA	NA	0.07896	1	1
GO:0043405	regulation of MAP kinase activity	NA	NA	0.07899	1	1
GO:0039529	RIG-I signaling pathway	NA	NA	0.07902	1	1
GO:0034405	response to fluid shear stress	NA	NA	0.07912	1	1
GO:0002115	store-operated calcium entry	NA	NA	0.07927	1	1
GO:1902254	negative regulation of intrinsic apoptot...	NA	NA	0.07927	1	1
GO:0097428	protein maturation by iron-sulfur cluste...	NA	NA	0.07927	1	1
GO:0030262	apoptotic nuclear changes	NA	NA	0.07929	1	1
GO:0140058	neuron projection arborization	NA	NA	0.07929	1	1
GO:0043353	enucleate erythrocyte differentiation	NA	NA	0.07931	1	1
GO:0090119	vesicle-mediated cholesterol transport	NA	NA	0.07931	1	1
GO:0033151	V(D)J recombination	NA	NA	0.07932	1	1
GO:0036295	cellular response to increased oxygen le...	NA	NA	0.07934	1	1
GO:0010626	negative regulation of Schwann cell prol...	NA	NA	0.07934	1	1
GO:0000183	rDNA heterochromatin formation	NA	NA	0.07936	1	1
GO:1903351	cellular response to dopamine	NA	NA	0.07936	1	1
GO:0000480	endonucleolytic cleavage in 5'-ETS of tr...	NA	NA	0.07937	1	1
GO:0006166	purine ribonucleoside salvage	NA	NA	0.07937	1	1
GO:0006370	7-methylguanosine mRNA capping	NA	NA	0.07937	1	1
GO:0010815	bradykinin catabolic process	NA	NA	0.07937	1	1
GO:0016240	autophagosome membrane docking	NA	NA	0.07937	1	1
GO:0018026	peptidyl-lysine monomethylation	NA	NA	0.07937	1	1
GO:0033211	adiponectin-activated signaling pathway	NA	NA	0.07937	1	1
GO:0034316	negative regulation of Arp2/3 complex-me...	NA	NA	0.07937	1	1
GO:0045588	positive regulation of gamma-delta T cel...	NA	NA	0.07937	1	1
GO:0048298	positive regulation of isotype switching...	NA	NA	0.07937	1	1
GO:0050861	positive regulation of B cell receptor s...	NA	NA	0.07937	1	1
GO:0050882	voluntary musculoskeletal movement	NA	NA	0.07937	1	1
GO:0071035	nuclear polyadenylation-dependent rRNA c...	NA	NA	0.07937	1	1
GO:0071038	TRAMP-dependent tRNA surveillance pathwa...	NA	NA	0.07937	1	1
GO:0140331	aminophospholipid translocation	NA	NA	0.07937	1	1
GO:1903944	negative regulation of hepatocyte apopto...	NA	NA	0.07937	1	1
GO:1904781	positive regulation of protein localizat...	NA	NA	0.07937	1	1
GO:1990456	mitochondrion-endoplasmic reticulum memb...	NA	NA	0.07937	1	1
GO:2000391	positive regulation of neutrophil extrav...	NA	NA	0.07937	1	1
GO:0061000	negative regulation of dendritic spine d...	NA	NA	0.07938	1	1
GO:0032649	regulation of type II interferon product...	NA	NA	0.07939	1	1
GO:0001711	endodermal cell fate commitment	NA	NA	0.07945	1	1
GO:0007062	sister chromatid cohesion	NA	NA	0.07953	1	1
GO:0014074	response to purine-containing compound	NA	NA	0.07953	1	1
GO:0033619	membrane protein proteolysis	NA	NA	0.07957	1	1
GO:0097345	mitochondrial outer membrane permeabiliz...	NA	NA	0.07971	1	1
GO:0015986	proton motive force-driven ATP synthesis	NA	NA	0.07976	1	1
GO:0033146	regulation of intracellular estrogen rec...	NA	NA	0.07976	1	1
GO:0071786	endoplasmic reticulum tubular network or...	NA	NA	0.07978	1	1
GO:0003170	heart valve development	NA	NA	0.07981	1	1
GO:0006390	mitochondrial transcription	NA	NA	0.07985	1	1
GO:0010224	response to UV-B	NA	NA	0.07988	1	1
GO:0070431	nucleotide-binding oligomerization domai...	NA	NA	0.07989	1	1
GO:1901203	positive regulation of extracellular mat...	NA	NA	0.0799	1	1
GO:0048660	regulation of smooth muscle cell prolife...	NA	NA	0.07994	1	1
GO:2000320	negative regulation of T-helper 17 cell ...	NA	NA	0.07996	1	1
GO:0034755	iron ion transmembrane transport	NA	NA	0.07997	1	1
GO:0030242	autophagy of peroxisome	NA	NA	0.07998	1	1
GO:0090161	Golgi ribbon formation	NA	NA	0.07999	1	1
GO:0097400	interleukin-17-mediated signaling pathwa...	NA	NA	0.07999	1	1
GO:0006177	GMP biosynthetic process	NA	NA	0.07999	1	1
GO:1904936	interneuron migration	NA	NA	0.08004	1	1
GO:0000301	retrograde transport, vesicle recycling ...	NA	NA	0.08005	1	1
GO:0006198	cAMP catabolic process	NA	NA	0.08005	1	1
GO:0008354	germ cell migration	NA	NA	0.08005	1	1
GO:0032287	peripheral nervous system myelin mainten...	NA	NA	0.08005	1	1
GO:0035726	common myeloid progenitor cell prolifera...	NA	NA	0.08005	1	1
GO:0042796	snRNA transcription by RNA polymerase II...	NA	NA	0.08005	1	1
GO:0043653	mitochondrial fragmentation involved in ...	NA	NA	0.08005	1	1
GO:0045792	negative regulation of cell size	NA	NA	0.08005	1	1
GO:0048280	vesicle fusion with Golgi apparatus	NA	NA	0.08005	1	1
GO:0097680	double-strand break repair via classical...	NA	NA	0.08005	1	1
GO:0140673	transcription elongation-coupled chromat...	NA	NA	0.08005	1	1
GO:1900222	negative regulation of amyloid-beta clea...	NA	NA	0.08005	1	1
GO:1900264	positive regulation of DNA-directed DNA ...	NA	NA	0.08005	1	1
GO:1901030	positive regulation of mitochondrial out...	NA	NA	0.08005	1	1
GO:2000510	positive regulation of dendritic cell ch...	NA	NA	0.08005	1	1
GO:2000177	regulation of neural precursor cell prol...	NA	NA	0.0803	1	1
GO:0019216	regulation of lipid metabolic process	NA	NA	0.08055	1	1
GO:0071353	cellular response to interleukin-4	NA	NA	0.08106	1	1
GO:0033137	negative regulation of peptidyl-serine p...	NA	NA	0.08124	1	1
GO:0001933	negative regulation of protein phosphory...	NA	NA	0.08147	1	1
GO:0055088	lipid homeostasis	NA	NA	0.08451	1	1
GO:0010718	positive regulation of epithelial to mes...	NA	NA	0.0857	1	1
GO:0030032	lamellipodium assembly	NA	NA	0.0873	1	1
GO:0048814	regulation of dendrite morphogenesis	NA	NA	0.08741	1	1
GO:0048260	positive regulation of receptor-mediated...	NA	NA	0.08747	1	1
GO:0050768	negative regulation of neurogenesis	NA	NA	0.08751	1	1
GO:0090050	positive regulation of cell migration in...	NA	NA	0.0877	1	1
GO:0140861	DNA repair-dependent chromatin remodelin...	NA	NA	0.0877	1	1
GO:0048026	positive regulation of mRNA splicing, vi...	NA	NA	0.08822	1	1
GO:0050728	negative regulation of inflammatory resp...	NA	NA	0.08874	1	1
GO:0006120	mitochondrial electron transport, NADH t...	NA	NA	0.09157	1	1
GO:0032007	negative regulation of TOR signaling	NA	NA	0.09338	1	1
GO:0060236	regulation of mitotic spindle organizati...	NA	NA	0.09386	1	1
GO:0019915	lipid storage	NA	NA	0.09386	1	1
GO:0046827	positive regulation of protein export fr...	NA	NA	0.09452	1	1
GO:0060340	positive regulation of type I interferon...	NA	NA	0.09452	1	1
GO:0099072	regulation of postsynaptic membrane neur...	NA	NA	0.09465	1	1
GO:0048255	mRNA stabilization	NA	NA	0.09476	1	1
GO:0030182	neuron differentiation	NA	NA	0.09567	1	1
GO:0009306	protein secretion	NA	NA	0.09697	1	1
GO:0032981	mitochondrial respiratory chain complex ...	NA	NA	0.09795	1	1
GO:0031623	receptor internalization	NA	NA	0.09861	1	1
GO:0046326	positive regulation of D-glucose import	NA	NA	0.099	1	1
GO:0140467	integrated stress response signaling	NA	NA	0.10104	1	1
GO:0034067	protein localization to Golgi apparatus	NA	NA	0.10165	1	1
GO:2000737	negative regulation of stem cell differe...	NA	NA	0.10166	1	1
GO:0022011	myelination in peripheral nervous system	NA	NA	0.1017	1	1
GO:0061621	canonical glycolysis	NA	NA	0.10189	1	1
GO:1905564	positive regulation of vascular endothel...	NA	NA	0.10189	1	1
GO:0003407	neural retina development	NA	NA	0.1022	1	1
GO:0051445	regulation of meiotic cell cycle	NA	NA	0.10223	1	1
GO:0051123	RNA polymerase II preinitiation complex ...	NA	NA	0.10267	1	1
GO:0021987	cerebral cortex development	NA	NA	0.10326	1	1
GO:0001764	neuron migration	NA	NA	0.10337	1	1
GO:0007409	axonogenesis	NA	NA	0.10651	1	1
GO:0043154	negative regulation of cysteine-type end...	NA	NA	0.10697	1	1
GO:0007628	adult walking behavior	NA	NA	0.10712	1	1
GO:0001541	ovarian follicle development	NA	NA	0.10855	1	1
GO:0045638	negative regulation of myeloid cell diff...	NA	NA	0.10872	1	1
GO:0010761	fibroblast migration	NA	NA	0.10899	1	1
GO:0005977	glycogen metabolic process	NA	NA	0.10903	1	1
GO:0032469	endoplasmic reticulum calcium ion homeos...	NA	NA	0.10946	1	1
GO:0000902	cell morphogenesis	NA	NA	0.10964	1	1
GO:0003376	sphingosine-1-phosphate receptor signali...	NA	NA	0.10984	1	1
GO:0018146	keratan sulfate biosynthetic process	NA	NA	0.10984	1	1
GO:0030214	hyaluronan catabolic process	NA	NA	0.10984	1	1
GO:0034497	protein localization to phagophore assem...	NA	NA	0.10984	1	1
GO:1990166	protein localization to site of double-s...	NA	NA	0.10984	1	1
GO:0050901	leukocyte tethering or rolling	NA	NA	0.11008	1	1
GO:0032781	positive regulation of ATP-dependent act...	NA	NA	0.11177	1	1
GO:0007585	respiratory gaseous exchange by respirat...	NA	NA	0.11197	1	1
GO:0043113	receptor clustering	NA	NA	0.11201	1	1
GO:0010800	positive regulation of peptidyl-threonin...	NA	NA	0.11208	1	1
GO:0001837	epithelial to mesenchymal transition	NA	NA	0.11485	1	1
GO:0050900	leukocyte migration	NA	NA	0.11735	1	1
GO:0051403	stress-activated MAPK cascade	NA	NA	0.1174	1	1
GO:0048705	skeletal system morphogenesis	NA	NA	0.11752	1	1
GO:0001843	neural tube closure	NA	NA	0.1176	1	1
GO:0050868	negative regulation of T cell activation	NA	NA	0.11773	1	1
GO:0097320	plasma membrane tubulation	NA	NA	0.1182	1	1
GO:0008593	regulation of Notch signaling pathway	NA	NA	0.11827	1	1
GO:0045475	locomotor rhythm	NA	NA	0.1183	1	1
GO:0045579	positive regulation of B cell differenti...	NA	NA	0.11833	1	1
GO:0030516	regulation of axon extension	NA	NA	0.11835	1	1
GO:0002091	negative regulation of receptor internal...	NA	NA	0.11835	1	1
GO:0032688	negative regulation of interferon-beta p...	NA	NA	0.11837	1	1
GO:0048388	endosomal lumen acidification	NA	NA	0.11837	1	1
GO:0001570	vasculogenesis	NA	NA	0.11896	1	1
GO:1902017	regulation of cilium assembly	NA	NA	0.12064	1	1
GO:0002862	negative regulation of inflammatory resp...	NA	NA	0.12162	1	1
GO:0035855	megakaryocyte development	NA	NA	0.12163	1	1
GO:0048167	regulation of synaptic plasticity	NA	NA	0.12378	1	1
GO:0009408	response to heat	NA	NA	0.12439	1	1
GO:0007596	blood coagulation	NA	NA	0.12503	1	1
GO:0043524	negative regulation of neuron apoptotic ...	NA	NA	0.12611	1	1
GO:0051492	regulation of stress fiber assembly	NA	NA	0.12665	1	1
GO:0010717	regulation of epithelial to mesenchymal ...	NA	NA	0.12671	1	1
GO:0001881	receptor recycling	NA	NA	0.12675	1	1
GO:0007035	vacuolar acidification	NA	NA	0.12689	1	1
GO:0032367	intracellular cholesterol transport	NA	NA	0.12695	1	1
GO:1900271	regulation of long-term synaptic potenti...	NA	NA	0.12703	1	1
GO:0031571	mitotic G1 DNA damage checkpoint signali...	NA	NA	0.12703	1	1
GO:0045616	regulation of keratinocyte differentiati...	NA	NA	0.12729	1	1
GO:0034389	lipid droplet organization	NA	NA	0.12737	1	1
GO:0000727	double-strand break repair via break-ind...	NA	NA	0.12743	1	1
GO:0006122	mitochondrial electron transport, ubiqui...	NA	NA	0.12743	1	1
GO:0007175	negative regulation of epidermal growth ...	NA	NA	0.12743	1	1
GO:0034379	very-low-density lipoprotein particle as...	NA	NA	0.12743	1	1
GO:0043508	negative regulation of JUN kinase activi...	NA	NA	0.12743	1	1
GO:0043589	skin morphogenesis	NA	NA	0.12743	1	1
GO:0050847	progesterone receptor signaling pathway	NA	NA	0.12743	1	1
GO:0051549	positive regulation of keratinocyte migr...	NA	NA	0.12743	1	1
