GO.ID	Term	Annotated	Significant	Expected	Rank in weightFisher	classicFisher	weightFisher	p.adj
GO:0048667	cell morphogenesis involved in neuron di...	599	245	228.88	2345	0.09157	0.22749	1
GO:1901799	negative regulation of proteasomal prote...	53	34	20.25	2346	0.00011	0.22780	1
GO:0003300	cardiac muscle hypertrophy	83	45	31.72	2347	0.00217	0.22784	1
GO:0019395	fatty acid oxidation	110	52	42.03	2348	0.03230	0.22817	1
GO:0097305	response to alcohol	273	114	104.32	2349	0.12498	0.22818	1
GO:0051646	mitochondrion localization	53	26	20.25	2350	0.07004	0.22859	1
GO:0001768	establishment of T cell polarity	15	11	5.73	2351	0.00623	0.22864	1
GO:0006301	postreplication repair	36	19	13.76	2352	0.05333	0.22864	1
GO:0014912	negative regulation of smooth muscle cel...	24	14	9.17	2353	0.03614	0.22868	1
GO:2000273	positive regulation of signaling recepto...	24	14	9.17	2354	0.03614	0.22868	1
GO:0070613	regulation of protein processing	64	29	24.46	2355	0.14879	0.22871	1
GO:1903426	regulation of reactive oxygen species bi...	39	19	14.9	2356	0.11843	0.22875	1
GO:0045063	T-helper 1 cell differentiation	24	13	9.17	2357	0.08242	0.22878	1
GO:0021799	cerebral cortex radially oriented cell m...	38	18	14.52	2358	0.15960	0.22882	1
GO:0006734	NADH metabolic process	33	16	12.61	2359	0.15015	0.22882	1
GO:0035357	peroxisome proliferator activated recept...	23	12	8.79	2360	0.12298	0.22884	1
GO:0071028	nuclear mRNA surveillance	11	7	4.2	2361	0.07897	0.22888	1
GO:0035372	protein localization to microtubule	19	10	7.26	2362	0.14530	0.22889	1
GO:0002070	epithelial cell maturation	27	13	10.32	2363	0.19251	0.22889	1
GO:0001780	neutrophil homeostasis	22	11	8.41	2364	0.17838	0.22890	1
GO:0009235	cobalamin metabolic process	10	6	3.82	2365	0.13784	0.22895	1
GO:0048680	positive regulation of axon regeneration	10	6	3.82	2366	0.13784	0.22895	1
GO:0045670	regulation of osteoclast differentiation	73	30	27.89	2367	0.34636	0.22895	1
GO:0021766	hippocampus development	97	41	37.06	2368	0.23476	0.22898	1
GO:0060039	pericardium development	19	9	7.26	2369	0.27545	0.22899	1
GO:0034446	substrate adhesion-dependent cell spread...	102	51	38.98	2370	0.00996	0.22899	1
GO:0035493	SNARE complex assembly	22	10	8.41	2371	0.31132	0.22900	1
GO:0043647	inositol phosphate metabolic process	43	18	16.43	2372	0.36454	0.22900	1
GO:0000467	exonucleolytic trimming to generate matu...	9	5	3.44	2373	0.23029	0.22901	1
GO:0002315	marginal zone B cell differentiation	9	5	3.44	2374	0.23029	0.22901	1
GO:0006930	substrate-dependent cell migration, cell...	9	5	3.44	2375	0.23029	0.22901	1
GO:0007021	tubulin complex assembly	9	5	3.44	2376	0.23029	0.22901	1
GO:0007220	Notch receptor processing	9	5	3.44	2377	0.23029	0.22901	1
GO:0035722	interleukin-12-mediated signaling pathwa...	9	5	3.44	2378	0.23029	0.22901	1
GO:0038133	ERBB2-ERBB3 signaling pathway	9	5	3.44	2379	0.23029	0.22901	1
GO:0043622	cortical microtubule organization	9	5	3.44	2380	0.23029	0.22901	1
GO:0048617	embryonic foregut morphogenesis	9	5	3.44	2381	0.23029	0.22901	1
GO:0071225	cellular response to muramyl dipeptide	9	5	3.44	2382	0.23029	0.22901	1
GO:0071316	cellular response to nicotine	9	5	3.44	2383	0.23029	0.22901	1
GO:0110076	negative regulation of ferroptosis	9	5	3.44	2384	0.23029	0.22901	1
GO:0160063	multi-pass transmembrane protein inserti...	9	5	3.44	2385	0.23029	0.22901	1
GO:1905665	positive regulation of calcium ion impor...	9	5	3.44	2386	0.23029	0.22901	1
GO:0006264	mitochondrial DNA replication	13	6	4.97	2387	0.37331	0.22906	1
GO:1900027	regulation of ruffle assembly	31	12	11.85	2388	0.54496	0.22914	1
GO:0010884	positive regulation of lipid storage	24	9	9.17	2389	0.60464	0.22918	1
GO:0001706	endoderm formation	60	22	22.93	2390	0.64437	0.22925	1
GO:0043200	response to amino acid	130	73	49.67	2391	2.4e-05	0.23064	1
GO:2000059	negative regulation of ubiquitin-depende...	54	35	20.63	2392	6.7e-05	0.23183	1
GO:0022904	respiratory electron transport chain	109	55	41.65	2393	0.00604	0.23195	1
GO:0045947	negative regulation of translational ini...	22	13	8.41	2394	0.03796	0.23312	1
GO:0030224	monocyte differentiation	35	17	13.37	2395	0.13858	0.23324	1
GO:0043011	myeloid dendritic cell differentiation	20	10	7.64	2396	0.19502	0.23341	1
GO:0010801	negative regulation of peptidyl-threonin...	16	8	6.11	2397	0.23518	0.23347	1
GO:0043328	protein transport to vacuole involved in...	16	8	6.11	2398	0.23518	0.23347	1
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate me...	16	8	6.11	2399	0.23518	0.23347	1
GO:0071732	cellular response to nitric oxide	16	8	6.11	2400	0.23518	0.23347	1
GO:0098693	regulation of synaptic vesicle cycle	16	8	6.11	2401	0.23518	0.23347	1
GO:1901741	positive regulation of myoblast fusion	16	8	6.11	2402	0.23518	0.23347	1
GO:0031167	rRNA methylation	24	11	9.17	2403	0.28469	0.23348	1
GO:0008156	negative regulation of DNA replication	26	11	9.93	2404	0.40411	0.23358	1
GO:0061178	regulation of insulin secretion involved...	60	23	22.93	2405	0.54103	0.23371	1
GO:0006661	phosphatidylinositol biosynthetic proces...	128	70	48.91	2406	0.00011	0.23400	1
GO:0060070	canonical Wnt signaling pathway	311	146	118.84	2407	0.00095	0.23424	1
GO:0048286	lung alveolus development	55	27	21.02	2408	0.06513	0.23426	1
GO:0035914	skeletal muscle cell differentiation	80	36	30.57	2409	0.12823	0.23438	1
GO:0009409	response to cold	43	24	16.43	2410	0.01423	0.23636	1
GO:0051497	negative regulation of stress fiber asse...	28	13	10.7	2411	0.23954	0.23728	1
GO:0071549	cellular response to dexamethasone stimu...	28	13	10.7	2412	0.23954	0.23728	1
GO:0045668	negative regulation of osteoblast differ...	50	22	19.11	2413	0.24099	0.23798	1
GO:0002244	hematopoietic progenitor cell differenti...	138	73	52.73	2414	0.00031	0.23839	1
GO:0030041	actin filament polymerization	166	92	63.43	2415	4.7e-06	0.23928	1
GO:0030183	B cell differentiation	158	80	60.37	2416	0.00096	0.23944	1
GO:0042594	response to starvation	218	126	83.3	2417	3.1e-09	0.24093	1
GO:0006289	nucleotide-excision repair	83	46	31.72	2418	0.00106	0.24203	1
GO:0050776	regulation of immune response	944	480	360.71	2419	4.5e-16	0.24222	1
GO:0051402	neuron apoptotic process	293	145	111.96	2420	5.0e-05	0.24288	1
GO:0045785	positive regulation of cell adhesion	489	233	186.85	2421	1.1e-05	0.24298	1
GO:0080135	regulation of cellular response to stres...	521	323	199.08	2422	8.6e-29	0.24310	1
GO:0033574	response to testosterone	45	23	17.2	2423	0.05314	0.24366	1
GO:0030326	embryonic limb morphogenesis	126	47	48.15	2424	0.61641	0.24498	1
GO:0051896	regulation of phosphatidylinositol 3-kin...	262	117	100.11	2425	0.01861	0.24652	1
GO:0051262	protein tetramerization	97	45	37.06	2426	0.06080	0.24794	1
GO:0001822	kidney development	322	112	123.04	2427	0.90959	0.24839	1
GO:0007088	regulation of mitotic nuclear division	121	43	46.24	2428	0.75712	0.24968	1
GO:0040008	regulation of growth	604	284	230.8	2429	4.6e-06	0.25119	1
GO:0007017	microtubule-based process	992	407	379.05	2430	0.03326	0.25207	1
GO:0001944	vasculature development	759	318	290.02	2431	0.01855	0.25212	1
GO:0036465	synaptic vesicle recycling	95	59	36.3	2432	2.0e-06	0.25274	1
GO:0042982	amyloid precursor protein metabolic proc...	74	50	28.28	2433	2.9e-07	0.25283	1
GO:1901222	regulation of non-canonical NF-kappaB si...	94	49	35.92	2434	0.00412	0.25364	1
GO:0071459	protein localization to chromosome, cent...	41	27	15.67	2435	0.00031	0.25380	1
GO:0002637	regulation of immunoglobulin production	77	39	29.42	2436	0.01745	0.25396	1
GO:0045540	regulation of cholesterol biosynthetic p...	23	16	8.79	2437	0.00228	0.25419	1
GO:0001913	T cell mediated cytotoxicity	58	29	22.16	2438	0.04457	0.25422	1
GO:0046578	regulation of Ras protein signal transdu...	51	26	19.49	2439	0.04284	0.25425	1
GO:0033173	calcineurin-NFAT signaling cascade	46	24	17.58	2440	0.03747	0.25426	1
GO:0046605	regulation of centrosome cycle	54	27	20.63	2441	0.05141	0.25427	1
GO:0017145	stem cell division	36	20	13.76	2442	0.02574	0.25428	1
GO:0045581	negative regulation of T cell differenti...	52	26	19.87	2443	0.05526	0.25429	1
GO:0046514	ceramide catabolic process	21	14	8.02	2444	0.00772	0.25431	1
GO:0090671	telomerase RNA localization to Cajal bod...	19	13	7.26	2445	0.00741	0.25433	1
GO:0043247	telomere maintenance in response to DNA ...	33	18	12.61	2446	0.04143	0.25436	1
GO:0034616	response to laminar fluid shear stress	15	11	5.73	2447	0.00623	0.25437	1
GO:0036336	dendritic cell migration	31	17	11.85	2448	0.04426	0.25438	1
GO:0150105	protein localization to cell-cell juncti...	22	13	8.41	2449	0.03796	0.25443	1
GO:0048261	negative regulation of receptor-mediated...	30	16	11.46	2450	0.06618	0.25444	1
GO:0090158	endoplasmic reticulum membrane organizat...	13	9	4.97	2451	0.02338	0.25449	1
GO:0007007	inner mitochondrial membrane organizatio...	45	21	17.2	2452	0.15505	0.25451	1
GO:0090594	inflammatory response to wounding	27	14	10.32	2453	0.10471	0.25452	1
GO:0043320	natural killer cell degranulation	12	8	4.59	2454	0.04363	0.25454	1
GO:0045428	regulation of nitric oxide biosynthetic ...	57	25	21.78	2455	0.22759	0.25456	1
GO:0032682	negative regulation of chemokine product...	23	12	8.79	2456	0.12298	0.25456	1
GO:0010642	negative regulation of platelet-derived ...	13	8	4.97	2457	0.07603	0.25458	1
GO:0010994	free ubiquitin chain polymerization	9	6	3.44	2458	0.08068	0.25462	1
GO:0035148	tube formation	148	59	56.55	2459	0.36829	0.25462	1
GO:0032651	regulation of interleukin-1 beta product...	93	38	35.54	2460	0.33483	0.25463	1
GO:0071895	odontoblast differentiation	17	9	6.5	2461	0.15838	0.25463	1
GO:0071287	cellular response to manganese ion	10	6	3.82	2462	0.13784	0.25466	1
GO:0030011	maintenance of cell polarity	18	9	6.88	2463	0.21380	0.25466	1
GO:0090207	regulation of triglyceride metabolic pro...	42	18	16.05	2464	0.31899	0.25468	1
GO:0003223	ventricular compact myocardium morphogen...	8	5	3.06	2465	0.14718	0.25468	1
GO:0006384	transcription initiation at RNA polymera...	8	5	3.06	2466	0.14718	0.25468	1
GO:0032494	response to peptidoglycan	14	7	5.35	2467	0.25979	0.25471	1
GO:0042159	lipoprotein catabolic process	14	7	5.35	2468	0.25979	0.25471	1
GO:0098734	macromolecule depalmitoylation	14	7	5.35	2469	0.25979	0.25471	1
GO:0006086	acetyl-CoA biosynthetic process from pyr...	12	6	4.59	2470	0.28852	0.25473	1
GO:0000425	pexophagy	7	4	2.67	2471	0.25595	0.25474	1
GO:0006269	DNA replication, synthesis of primer	7	4	2.67	2472	0.25595	0.25474	1
GO:0006362	transcription elongation by RNA polymera...	7	4	2.67	2473	0.25595	0.25474	1
GO:0006398	mRNA 3'-end processing by stem-loop bind...	7	4	2.67	2474	0.25595	0.25474	1
GO:0006689	ganglioside catabolic process	7	4	2.67	2475	0.25595	0.25474	1
GO:0016562	protein import into peroxisome matrix, r...	7	4	2.67	2476	0.25595	0.25474	1
GO:0021798	forebrain dorsal/ventral pattern formati...	7	4	2.67	2477	0.25595	0.25474	1
GO:0021960	anterior commissure morphogenesis	7	4	2.67	2478	0.25595	0.25474	1
GO:0032483	regulation of Rab protein signal transdu...	7	4	2.67	2479	0.25595	0.25474	1
GO:0034165	positive regulation of toll-like recepto...	7	4	2.67	2480	0.25595	0.25474	1
GO:0036438	maintenance of lens transparency	7	4	2.67	2481	0.25595	0.25474	1
GO:0044528	regulation of mitochondrial mRNA stabili...	7	4	2.67	2482	0.25595	0.25474	1
GO:0060136	embryonic process involved in female pre...	7	4	2.67	2483	0.25595	0.25474	1
GO:0060992	response to fungicide	7	4	2.67	2484	0.25595	0.25474	1
GO:0061470	T follicular helper cell differentiation	7	4	2.67	2485	0.25595	0.25474	1
GO:0070072	vacuolar proton-transporting V-type ATPa...	7	4	2.67	2486	0.25595	0.25474	1
GO:0086036	regulation of cardiac muscle cell membra...	7	4	2.67	2487	0.25595	0.25474	1
GO:0097294	'de novo' XMP biosynthetic process	7	4	2.67	2488	0.25595	0.25474	1
GO:0140361	cyclic-GMP-AMP transmembrane import acro...	7	4	2.67	2489	0.25595	0.25474	1
GO:1900454	positive regulation of long-term synapti...	7	4	2.67	2490	0.25595	0.25474	1
GO:1901165	positive regulation of trophoblast cell ...	7	4	2.67	2491	0.25595	0.25474	1
GO:1901331	positive regulation of odontoblast diffe...	7	4	2.67	2492	0.25595	0.25474	1
GO:1902462	positive regulation of mesenchymal stem ...	7	4	2.67	2493	0.25595	0.25474	1
GO:1903566	positive regulation of protein localizat...	7	4	2.67	2494	0.25595	0.25474	1
GO:1905232	cellular response to L-glutamate	7	4	2.67	2495	0.25595	0.25474	1
GO:1905806	regulation of synapse pruning	7	4	2.67	2496	0.25595	0.25474	1
GO:2000110	negative regulation of macrophage apopto...	7	4	2.67	2497	0.25595	0.25474	1
GO:2000394	positive regulation of lamellipodium mor...	7	4	2.67	2498	0.25595	0.25474	1
GO:0061469	regulation of type B pancreatic cell pro...	15	7	5.73	2499	0.33569	0.25474	1
GO:0001915	negative regulation of T cell mediated c...	10	5	3.82	2500	0.32275	0.25475	1
GO:0060711	labyrinthine layer development	47	19	17.96	2501	0.43102	0.25476	1
GO:0002725	negative regulation of T cell cytokine p...	11	5	4.2	2502	0.41797	0.25479	1
GO:0045064	T-helper 2 cell differentiation	19	8	7.26	2503	0.44770	0.25479	1
GO:0006801	superoxide metabolic process	69	27	26.37	2504	0.48284	0.25480	1
GO:0032328	alanine transport	18	6	6.88	2505	0.74399	0.25494	1
GO:0045861	negative regulation of proteolysis	187	96	71.45	2506	0.00017	0.25509	1
GO:0007127	meiosis I	133	40	50.82	2507	0.98001	0.25587	1
GO:0007611	learning or memory	282	106	107.76	2508	0.60795	0.25635	1
GO:0045446	endothelial cell differentiation	114	56	43.56	2509	0.01120	0.25668	1
GO:0045055	regulated exocytosis	230	96	87.89	2510	0.14940	0.25723	1
GO:0046907	intracellular transport	1369	807	523.11	2511	< 1e-30	0.25752	1
GO:0006809	nitric oxide biosynthetic process	71	32	27.13	2512	0.14270	0.25768	1
GO:0015914	phospholipid transport	103	46	39.36	2513	0.10653	0.25781	1
GO:0044342	type B pancreatic cell proliferation	29	14	11.08	2514	0.17694	0.25793	1
GO:1990138	neuron projection extension	171	71	65.34	2515	0.20685	0.25797	1
GO:0048681	negative regulation of axon regeneration	15	8	5.73	2516	0.17304	0.25802	1
GO:0070306	lens fiber cell differentiation	36	16	13.76	2517	0.27206	0.25802	1
GO:0050884	neuromuscular process controlling postur...	19	9	7.26	2518	0.27545	0.25809	1
GO:0006287	base-excision repair, gap-filling	14	7	5.35	2519	0.25979	0.25810	1
GO:0033147	negative regulation of intracellular est...	14	7	5.35	2520	0.25979	0.25810	1
GO:0034116	positive regulation of heterotypic cell-...	14	7	5.35	2521	0.25979	0.25810	1
GO:0038180	nerve growth factor signaling pathway	14	7	5.35	2522	0.25979	0.25810	1
GO:0071639	positive regulation of monocyte chemotac...	14	7	5.35	2523	0.25979	0.25810	1
GO:0160049	negative regulation of cGAS/STING signal...	14	7	5.35	2524	0.25979	0.25810	1
GO:1900025	negative regulation of substrate adhesio...	14	7	5.35	2525	0.25979	0.25810	1
GO:1904322	cellular response to forskolin	14	7	5.35	2526	0.25979	0.25810	1
GO:0042753	positive regulation of circadian rhythm	18	8	6.88	2527	0.37517	0.25817	1
GO:0021895	cerebral cortex neuron differentiation	26	11	9.93	2528	0.40411	0.25817	1
GO:0051146	striated muscle cell differentiation	299	114	114.25	2529	0.53409	0.25832	1
GO:0042551	neuron maturation	48	17	18.34	2530	0.70494	0.25849	1
GO:0002053	positive regulation of mesenchymal cell ...	27	13	10.32	2531	0.19251	0.25851	1
GO:0001835	blastocyst hatching	26	12	9.93	2532	0.26090	0.25862	1
GO:0010667	negative regulation of cardiac muscle ce...	26	12	9.93	2533	0.26090	0.25862	1
GO:0051894	positive regulation of focal adhesion as...	26	12	9.93	2534	0.26090	0.25862	1
GO:0032720	negative regulation of tumor necrosis fa...	63	27	24.07	2535	0.26240	0.25887	1
GO:0070372	regulation of ERK1 and ERK2 cascade	274	98	104.7	2536	0.81603	0.26015	1
GO:2001235	positive regulation of apoptotic signali...	138	79	52.73	2537	4.2e-06	0.26036	1
GO:0051017	actin filament bundle assembly	160	82	61.14	2538	0.00052	0.26139	1
GO:0001890	placenta development	152	67	58.08	2539	0.07996	0.26371	1
GO:0050772	positive regulation of axonogenesis	79	34	30.19	2540	0.22002	0.26471	1
GO:0097421	liver regeneration	31	14	11.85	2541	0.26756	0.26504	1
GO:0031334	positive regulation of protein-containin...	201	111	76.8	2542	6.6e-07	0.26713	1
GO:0051209	release of sequestered calcium ion into ...	127	50	48.53	2543	0.42668	0.26948	1
GO:0010595	positive regulation of endothelial cell ...	107	56	40.89	2544	0.00202	0.27099	1
GO:0051259	protein complex oligomerization	271	120	103.55	2545	0.02302	0.27111	1
GO:0017157	regulation of exocytosis	180	81	68.78	2546	0.03635	0.27179	1
GO:0050727	regulation of inflammatory response	387	161	147.88	2547	0.09162	0.27198	1
GO:0034122	negative regulation of toll-like recepto...	20	10	7.64	2548	0.19502	0.27334	1
GO:0061001	regulation of dendritic spine morphogene...	45	19	17.2	2549	0.34078	0.27343	1
GO:0035269	protein O-linked mannosylation	19	9	7.26	2550	0.27545	0.27344	1
GO:0045618	positive regulation of keratinocyte diff...	19	9	7.26	2551	0.27545	0.27344	1
GO:0098696	regulation of neurotransmitter receptor ...	19	9	7.26	2552	0.27545	0.27344	1
GO:0003016	respiratory system process	46	18	17.58	2553	0.50454	0.27364	1
GO:0030890	positive regulation of B cell proliferat...	46	20	17.58	2554	0.27714	0.27403	1
GO:0048754	branching morphogenesis of an epithelial...	157	57	59.99	2555	0.71609	0.27416	1
GO:0032729	positive regulation of type II interfero...	76	32	29.04	2556	0.27845	0.27446	1
GO:0043085	positive regulation of catalytic activit...	646	326	246.84	2557	8.5e-11	0.27669	1
GO:0001501	skeletal system development	539	195	205.96	2558	0.84852	0.27805	1
GO:0051170	import into nucleus	171	109	65.34	2559	1.1e-11	0.28226	1
GO:0006884	cell volume homeostasis	36	16	13.76	2560	0.27206	0.28233	1
GO:0010613	positive regulation of cardiac muscle hy...	26	12	9.93	2561	0.26090	0.28236	1
GO:0016973	poly(A)+ mRNA export from nucleus	24	11	9.17	2562	0.28469	0.28240	1
GO:0032006	regulation of TOR signaling	145	90	55.41	2563	4.7e-09	0.28263	1
GO:0008064	regulation of actin polymerization or de...	151	87	57.7	2564	9.8e-07	0.28349	1
GO:0010952	positive regulation of peptidase activit...	139	78	53.11	2565	1.3e-05	0.28386	1
GO:0007006	mitochondrial membrane organization	115	67	43.94	2566	9.9e-06	0.28402	1
GO:0033674	positive regulation of kinase activity	249	116	95.15	2567	0.00406	0.28436	1
GO:0006458	'de novo' protein folding	48	35	18.34	2568	1.1e-06	0.28457	1
GO:0050871	positive regulation of B cell activation	88	50	33.63	2569	0.00030	0.28459	1
GO:0045646	regulation of erythrocyte differentiatio...	44	32	16.81	2570	3.5e-06	0.28470	1
GO:0061951	establishment of protein localization to...	65	39	24.84	2571	0.00030	0.28478	1
GO:0070665	positive regulation of leukocyte prolife...	163	75	62.28	2572	0.02485	0.28490	1
GO:0042775	mitochondrial ATP synthesis coupled elec...	86	44	32.86	2573	0.00970	0.28504	1
GO:0002090	regulation of receptor internalization	72	38	27.51	2574	0.00830	0.28509	1
GO:1900024	regulation of substrate adhesion-depende...	62	33	23.69	2575	0.01141	0.28520	1
GO:2000036	regulation of stem cell population maint...	72	42	27.51	2576	0.00042	0.28520	1
GO:0040001	establishment of mitotic spindle localiz...	42	25	16.05	2577	0.00410	0.28523	1
GO:0009649	entrainment of circadian clock	29	20	11.08	2578	0.00077	0.28523	1
GO:0071901	negative regulation of protein serine/th...	71	41	27.13	2579	0.00065	0.28528	1
